电影名,评分,评分人数,想看人数,物料播放量,总票房,首周票房,首日票房
我和我的祖国,9.7,1176000 ,578000 ,28330000 ,3170315000,2086937000,290247000
绝杀慕尼黑,9.5,62000 ,21000 ,6510000 ,91815000,19865000,2282000
海蒂和爷爷,9.5,18000 ,17000 ,6920000 ,20932000,10134000,1257000
古田军号,9.5,15000 ,8338 ,9530000 ,58201000,12083000,5922000
尺八・一声一世,9.5,2014 ,5865 ,800000 ,3764000,716000,311000
中国机长,9.4,1587000 ,561000 ,31850000 ,2912384000,1766373000,209282000
攀登者,9.4,632000 ,559000 ,95750000 ,1097581000,730876000,168979000
叶问4：完结篇,9.4,516000 ,295000 ,57570000 ,1181920000,328989000,97763000
银河补习班,9.4,785000 ,222000 ,100000000 ,878288000,357363000,64712000
烈火英雄,9.4,1346000 ,164000 ,19970000 ,1706636000,517459000,122298000
误杀,9.4,558000 ,41000 ,11560000 ,1207025000,203866000,46850000
波西米亚狂想曲,9.4,57000 ,38000 ,7380000 ,99079000,41813000,10318000
航海王：狂热行动,9.3,267000 ,343000 ,8890000 ,204947000,140349000,47028000
千与千寻,9.3,292000 ,247000 ,20370000 ,488281000,192340000,54609000
罗小黑战记,9.3,285000 ,167000 ,29620000 ,315106000,84159000,45552000
海上钢琴师,9.3,76000 ,62000 ,8890000 ,143760000,63507000,14614000
雪人奇缘,9.3,63000 ,59000 ,34370000 ,139647000,83270000,21144000
老师・好,9.3,243000 ,48000 ,10160000 ,355660000,80770000,16918000
游戏人生 零,9.3,43000 ,39000 ,1760000 ,13950000,9912000,5021000
坂本龙一：终曲,9.3,3545 ,8805 ,3150000 ,5022000,2633000,528000
一个母亲的复仇,9.2,82000 ,52000 ,3110000 ,112942000,39804000,10262000
无所不能,9.2,34000 ,16000 ,3240000 ,35436000,22207000,3067000
卡拉斯：为爱而声,9.2,550 ,397 ,60000 ,840000,264000,77000
复仇者联盟4：终局之战,9.1,1666000 ,1850000 ,130000000 ,4250130000,2232837000,537741000
大黄蜂,9.1,640000 ,170000 ,92740000 ,1149727000,405599000,111020000
熊出没・原始时代,9.1,349000 ,92000 ,90170000 ,717360000,424951000,74071000
我的英雄学院：两位英雄,9.1,51000 ,89000 ,4580000 ,38765000,31743000,10530000
小Q,9.1,89000 ,84000 ,12040000 ,113167000,57175000,17291000
玩具总动员4,9.1,63000 ,68000 ,15010000 ,200733000,91428000,18078000
龙珠超：布罗利,9.1,43000 ,67000 ,10530000 ,31648000,21173000,6598000
港珠澳大桥,9.1,5000 ,39000 ,1170000 ,7552000,1067000,431000
德鲁大叔,9.1,19000 ,32000 ,510000 ,12097000,7047000,2468000
触不可及,9.1,14000 ,25000 ,840000 ,23936000,15445000,4996000
“大”人物,9.1,249000 ,25000 ,4460000 ,380952000,125397000,14801000
决胜时刻,9.1,24000 ,21000 ,83340000 ,124412000,47320000,14411000
调音师,9.1,163000 ,15000 ,36940000 ,325210000,91339000,7212000
进京城,9.1,11000 ,13000 ,2720000 ,14682000,3493000,1861000
音乐家,9.1,3843 ,4635 ,1710000 ,4980000,631000,311000
大河唱,9.1,952 ,1268 ,160000 ,2527000,1348000,339000
蜘蛛侠：英雄远征,9,688000 ,502000 ,63810000 ,1417691000,677364000,225531000
天气之子,9,390000 ,387000 ,12390000 ,288714000,156379000,46790000
使徒行者2：谍影行动,9,400000 ,368000 ,9360000 ,702166000,432917000,174811000
扫毒2天地对决,9,684000 ,321000 ,45500000 ,1312874000,438510000,134565000
夏目友人帐,9,136000 ,234000 ,11160000 ,115267000,84206000,19497000
沉睡魔咒2,9,211000 ,233000 ,8560000 ,346144000,161233000,36594000
驯龙高手3,9,152000 ,200000 ,40300000 ,367960000,219231000,55698000
阿丽塔：战斗天使,9,418000 ,172000 ,41970000 ,896925000,436322000,126145000
反贪风暴4,9,392000 ,161000 ,8450000 ,799041000,354771000,79688000
朝花夕誓-于离别之朝束起约定之花,9,32000 ,76000 ,12110000 ,17245000,10736000,3578000
命运之夜――天之杯II ：迷失之蝶,9,62000 ,63000 ,8790000 ,29696000,22322000,10956000
阿拉丁,9,143000 ,48000 ,14880000 ,368169000,129518000,28142000
决战中途岛,9,129000 ,35000 ,31030000 ,294181000,111480000,29487000
半个喜剧,9,89000 ,35000 ,21430000 ,188395000,46896000,12492000
一条狗的回家路,9,26000 ,25000 ,9880000 ,36447000,19920000,7156000
天使陷落,9,27000 ,18000 ,1890000 ,66939000,42384000,11760000
四个春天,9,7862 ,8089 ,3670000 ,11470000,3136000,712000
天上再见,9,4348 ,7248 ,420000 ,2605000,1163000,205000
宠爱,8.9,309000 ,295000 ,30180000 ,683797000,437119000,172302000
冰雪奇缘2,8.9,320000 ,204000 ,27780000 ,860721000,375611000,74068000
犯罪现场,8.9,116000 ,111000 ,18080000 ,255014000,106588000,53145000
爱宠大机密2,8.9,78000 ,105000 ,59170000 ,154236000,71879000,18405000
催眠・裁决,8.9,54000 ,97000 ,21010000 ,98324000,54859000,20031000
愤怒的小鸟2,8.9,73000 ,48000 ,27700000 ,140461000,65487000,20023000
小飞象,8.9,56000 ,42000 ,10440000 ,147718000,72385000,12898000
今夜在浪漫剧场,8.9,12000 ,29000 ,2560000 ,12315000,10007000,6561000
骡子,8.9,6284 ,15000 ,660000 ,10801000,6992000,857000
钢铁飞龙之奥特曼崛起,8.9,25000 ,13000 ,13830000 ,44654000,11615000,3247000
养家之人,8.9,4517 ,12000 ,9770000 ,6384000,3923000,1383000
祈祷落幕时,8.9,47000 ,11000 ,890000 ,67644000,29497000,8127000
小羊肖恩2：末日农场,8.9,6206 ,9336 ,3130000 ,17278000,9380000,5463000
为国而歌,8.9,6329 ,8859 ,330000 ,8024000,468000,324000
巧虎大飞船历险记,8.9,6035 ,5535 ,1030000 ,23892000,14474000,9951000
当我们海阔天空,8.9,4376 ,3949 ,100000 ,2067000,1646000,912000
真爱百分百,8.9,936 ,3055 ,860000 ,1090000,802000,295000
飞驰人生,8.8,838000 ,382000 ,130000000 ,1728209000,1053867000,321949000
狮子王,8.8,329000 ,192000 ,43320000 ,833987000,375421000,96991000
五月天人生无限公司,8.8,47000 ,57000 ,2980000 ,50221000,30231000,10317000
地久天长,8.8,38000 ,41000 ,15060000 ,45228000,24550000,6625000
受益人,8.8,91000 ,36000 ,31230000 ,219254000,102852000,28209000
利刃出鞘,8.8,70000 ,32000 ,6080000 ,200292000,95402000,19236000
唐顿庄园,8.8,10000 ,27000 ,12820000 ,22606000,11705000,3010000
尼斯大冒险,8.8,1460 ,17000 ,330000 ,4589000,2835000,1572000
邻座的怪同学,8.8,5166 ,15000 ,240000 ,2365000,1637000,571000
企鹅公路,8.8,5201 ,12000 ,4650000 ,3345000,2416000,958000
巴比龙,8.8,1036 ,5454 ,90000 ,1374000,1054000,693000
二凤,8.8,2142 ,5234 ,1270000 ,640000,434000,219000
神奇乐园历险记,8.8,15000 ,4779 ,4460000 ,47709000,22334000,2549000
欢迎来北方II,8.8,786 ,2599 ,120000 ,959000,653000,350000
太阳升起的时刻,8.8,1144 ,934 ,70000 ,12424000,2690000,1752000
惊奇队长,8.7,418000 ,433000 ,33350000 ,1035165000,598261000,215432000
全职高手之巅峰荣耀,8.7,161000 ,274000 ,17920000 ,85603000,65394000,34873000
小小的愿望,8.7,203000 ,241000 ,34770000 ,286188000,155797000,60689000
名侦探柯南：绀青之拳,8.7,238000 ,200000 ,21480000 ,231996000,161440000,73858000
最好的我们,8.7,304000 ,123000 ,30030000 ,417536000,177258000,25198000
我想吃掉你的胰脏,8.7,43000 ,62000 ,4490000 ,23904000,13614000,5740000
哆啦A梦：大雄的月球探险记,8.7,57000 ,60000 ,4640000 ,131416000,91723000,68414000
机动战士高达NT,8.7,11000 ,26000 ,1380000 ,8708000,6696000,3194000
赛尔号大电影7：疯狂机器城,8.7,20000 ,26000 ,2110000 ,30459000,15912000,5455000
女王的柯基,8.7,12000 ,24000 ,5150000 ,15366000,12040000,3526000
海市蜃楼,8.7,58000 ,23000 ,7730000 ,110884000,65515000,5349000
亲密旅行,8.7,6522 ,21000 ,1290000 ,3911000,2618000,1786000
22年后的自白,8.7,5461 ,15000 ,1680000 ,5346000,3353000,1211000
徒手攀岩,8.7,14000 ,13000 ,11640000 ,36413000,19754000,6925000
潜艇总动员：外星宝贝计划,8.7,7616 ,9052 ,2840000 ,23986000,17061000,12781000
三傻闹地球,8.7,2845 ,8357 ,670000 ,4881000,4029000,2375000
他们已不再变老,8.7,2671 ,7609 ,2000000 ,3342000,2487000,493000
速度与激情：特别行动,8.6,621000 ,634000 ,69030000 ,1434665000,712963000,249054000
大侦探皮卡丘,8.6,275000 ,281000 ,44630000 ,640705000,278225000,76423000
终结者：黑暗命运,8.6,147000 ,149000 ,55140000 ,355282000,197640000,63867000
若能与你共乘海浪之上,8.6,22000 ,97000 ,1610000 ,13960000,10394000,7243000
密室逃生,8.6,134000 ,24000 ,6770000 ,232774000,57134000,12812000
萤火奇兵2：小虫不好惹,8.6,2493 ,14000 ,1010000 ,4544000,2963000,1474000
奎迪：英雄再起,8.6,17000 ,14000 ,7540000 ,17136000,11580000,3953000
花椒之味,8.6,7833 ,13000 ,3850000 ,1836000,1243000,752000
托马斯大电影之世界探险记,8.6,5261 ,8164 ,910000 ,19715000,14847000,3921000
罗马,8.6,2731 ,7566 ,6610000 ,5097000,2692000,709000
燃点,8.6,3559 ,3460 ,2100000 ,8642000,1922000,533000
疯狂的外星人,8.5,997000 ,460000 ,98520000 ,2213212000,1461769000,410197000
哥斯拉2：怪兽之王,8.5,442000 ,325000 ,48610000 ,937413000,468178000,135550000
未来机器城,8.5,15000 ,107000 ,6800000 ,16875000,12591000,5370000
一吻定情,8.5,161000 ,82000 ,39960000 ,173908000,131243000,91519000
友情以上,8.5,37000 ,67000 ,9310000 ,52227000,22736000,4643000
只有芸知道,8.5,66000 ,45000 ,14400000 ,159715000,69415000,21555000
特警队,8.5,30000 ,32000 ,16160000 ,57099000,44294000,19409000
冰雪女王4：魔镜世界,8.5,12000 ,28000 ,7410000 ,23566000,13421000,4514000
罗宾汉：起源,8.5,3874 ,22000 ,7420000 ,4515000,3605000,1795000
乐高大电影2,8.5,8302 ,16000 ,1500000 ,18438000,15444000,2060000
平原上的夏洛克,8.5,9662 ,12000 ,1980000 ,9443000,5069000,2155000
森林奇缘,8.5,4294 ,8739 ,960000 ,7979000,3352000,1155000
隧道尽头,8.5,8632 ,7764 ,440000 ,8150000,4991000,2180000
红星照耀中国,8.5,6557 ,4097 ,530000 ,34700000,6941000,2408000
命运之夜――天之杯：恶兆之花,8.4,67000 ,56000 ,9590000 ,31684000,24631000,11428000
铤而走险,8.4,27000 ,33000 ,11260000 ,44283000,29978000,11858000
妈阁是座城,8.4,32000 ,31000 ,8480000 ,51967000,28258000,10360000
雪暴,8.4,19000 ,27000 ,25690000 ,28203000,19704000,5181000
长安道,8.4,10000 ,20000 ,16040000 ,26143000,19619000,9497000
最长1枪,8.4,9530 ,19000 ,3080000 ,8097000,5810000,3403000
那一夜，我给你开过车,8.4,1350 ,19000 ,1550000 ,1164000,757000,572000
精灵怪物：疯狂之旅,8.4,4009 ,17000 ,3670000 ,6265000,4718000,838000
八子,8.4,6740 ,13000 ,2830000 ,20764000,2757000,1448000
萌宠特工队,8.4,3695 ,9964 ,540000 ,8507000,7724000,595000
昨日奇迹,8.4,1083 ,6179 ,8100000 ,1218000,707000,233000
鼠胆英雄,8.3,79000 ,100000 ,35440000 ,101665000,60622000,25556000
大约在冬季,8.3,148000 ,76000 ,30320000 ,227691000,92567000,29056000
吹哨人,8.3,33000 ,55000 ,3490000 ,50250000,30290000,9345000
天作谜案,8.3,9776 ,29000 ,3400000 ,9268000,7204000,3950000
掠食城市,8.3,30000 ,20000 ,9020000 ,50530000,28400000,9413000
五十米之恋,8.3,2075 ,17000 ,960000 ,1368000,1148000,868000
云端之上,8.3,2272 ,5624 ,1080000 ,2261000,1626000,952000
魔神Z,8.3,1024 ,4794 ,140000 ,408000,284000,93000
回到过去拥抱你,8.2,35000 ,90000 ,8770000 ,19726000,15299000,9473000
霹雳娇娃,8.2,43000 ,40000 ,24650000 ,75945000,53900000,19057000
天・火,8.2,44000 ,35000 ,7330000 ,170094000,141466000,29939000
送我上青云,8.2,21000 ,28000 ,15070000 ,29535000,8393000,2240000
狗眼看人心,8.2,12000 ,27000 ,6370000 ,18608000,12161000,6451000
检察方的罪人,8.2,8178 ,19000 ,410000 ,13384000,8574000,2139000
动物出击,8.2,3493 ,17000 ,1110000 ,5191000,3455000,1707000
丑娃娃,8.2,2018 ,15000 ,6850000 ,3649000,2391000,2390000
过春天,8.2,13000 ,13000 ,510000 ,9952000,5930000,2325000
把哥哥退货可以吗,8.2,5732 ,6783 ,290000 ,1759000,1408000,695000
废柴老爸,8.2,7909 ,6718 ,1140000 ,5209000,3251000,1218000
双子杀手,8.1,83000 ,105000 ,7960000 ,235834000,149371000,56285000
深夜食堂,8.1,27000 ,51000 ,4050000 ,24197000,18968000,9392000
昆虫总动员2-来自远方的后援军,8.1,7556 ,25000 ,7110000 ,16452000,10853000,3759000
冰峰暴,8.1,9720 ,25000 ,3450000 ,12731000,10681000,5519000
我的拳王男友,8.1,14000 ,21000 ,4670000 ,24507000,20764000,7258000
十二生肖之福星高照朱小八,8.1,2896 ,20000 ,8640000 ,5565000,3961000,2077000
战斗民族养成记,8.1,8675 ,7776 ,2710000 ,8061000,4861000,1112000
大大哒,8.1,1183 ,5790 ,1630000 ,1843000,1509000,1005000
新喜剧之王,8,515000 ,333000 ,120000000 ,627487000,536143000,273892000
追龙Ⅱ,8,129000 ,138000 ,31410000 ,309239000,197794000,48540000
两只老虎,8,105000 ,96000 ,19840000 ,224446000,138472000,46074000
比悲伤更悲伤的故事,8,622000 ,62000 ,44980000 ,958367000,333614000,19828000
解放・终局营救,8,8324 ,36000 ,3210000 ,41448000,14354000,7634000
猪猪侠・不可思议的世界,8,19000 ,28000 ,11040000 ,36116000,21449000,6124000
你是凶手,8,21000 ,25000 ,5610000 ,48749000,34944000,13961000
宠物联盟,8,5229 ,13000 ,4350000 ,11266000,9076000,1355000
六欲天,8,838 ,10000 ,1870000 ,1323000,1037000,813000
三重威胁之跨国大营救,8,2562 ,9979 ,270000 ,1524000,1136000,483000
闯堂兔3迨惫饣,8,5078 ,9057 ,1610000 ,5012000,2973000,1509000
一生有你2019,7.9,36000 ,125000 ,6210000 ,41784000,35773000,14488000
亲爱的新年好,7.9,42000 ,84000 ,10840000 ,62703000,59275000,41497000
撞死了一只羊,7.9,6992 ,8422 ,4290000 ,10385000,4676000,1679000
南方车站的聚会,7.8,148000 ,171000 ,8790000 ,202922000,136918000,44384000
神探蒲松龄,7.8,107000 ,146000 ,53780000 ,160993000,129887000,66475000
保持沉默,7.8,16000 ,118000 ,8020000 ,21554000,14269000,6555000
在乎你,7.8,5697 ,24000 ,2300000 ,9161000,4678000,2486000
碟仙,7.8,44000 ,19000 ,4600000 ,56259000,9493000,3281000
如影随心,7.7,20000 ,102000 ,12090000 ,23678000,19696000,9055000
被光抓走的人,7.7,45000 ,42000 ,23850000 ,70986000,58738000,25730000
逗爱熊仁镇,7.7,9014 ,12000 ,9800000 ,6325000,5213000,4019000
青蛙王子历险记,7.7,2971 ,6954 ,1100000 ,11203000,6736000,3009000
逆流大叔,7.7,656 ,3680 ,2100000 ,770000,574000,356000
海上浮城,7.7,436 ,1819 ,30000 ,514000,268000,120000
诛仙1,7.6,623000 ,337000 ,17090000 ,405012000,273172000,144422000
沉默的证人,7.6,174000 ,277000 ,29380000 ,181122000,128047000,55294000
我的青春都是你,7.5,15000 ,47000 ,3620000 ,14890000,9959000,4719000
蓝色生死恋,7.5,5634 ,25000 ,2300000 ,1493000,1314000,977000
灰猴,7.5,5857 ,4248 ,2790000 ,3880000,2892000,1953000
素人特工,7.4,24000 ,55000 ,7860000 ,22484000,20192000,13062000
跳舞吧！大象,7.4,27000 ,44000 ,12900000 ,39158000,32816000,20102000
悟空奇遇记,7.4,11000 ,13000 ,1570000 ,19040000,17852000,6480000
风中有朵雨做的云,7.2,45000 ,77000 ,40270000 ,64998000,51666000,16611000
廉政风云,7.1,76000 ,101000 ,85910000 ,124294000,97788000,56982000
看不见的小孩,7,23000 ,56000 ,2050000 ,19282000,7753000,3161000
大侦探霍桑,7,8720 ,28000 ,6300000 ,8003000,5394000,3218000
我的宠物是大象,7,3423 ,25000 ,2580000 ,2566000,2226000,1177000
追凶十九年,7,3790 ,15000 ,22770000 ,4747000,3056000,1662000
龙牌之谜,6.8,24000 ,38000 ,18950000 ,20827000,15640000,8439000
双生,6.7,26000 ,165000 ,1390000 ,17666000,13449000,10080000
潜行者,6.6,984 ,4694 ,14670000 ,537000,410000,170000
人间・喜剧,6.2,67000 ,290000 ,34360000 ,63210000,56572000,30445000
转型团伙,6.1,15000 ,60000 ,5630000 ,16764000,14839000,6949000
家和万事惊,6,14000 ,15000 ,8650000 ,32696000,12626000,6515000
小猪佩奇过大年,5.9,60000 ,67000 ,25260000 ,125012000,113066000,58828000
九龙不败,5.9,21000 ,59000 ,12020000 ,18777000,18009000,10464000
上海堡垒,5.8,454000 ,221000 ,62970000 ,123917000,109169000,75547000
欲念游戏,5.8,7679 ,16000 ,2800000 ,7471000,6580000,3803000
最佳男友进化论,5.6,17000 ,20000 ,1270000 ,19530000,11522000,5073000
阳台上,5.5,7391 ,62000 ,25860000 ,3991000,3418000,1944000
午夜怪谈,5.3,2039 ,8150 ,190000 ,1596000,948000,221000
少女宿舍,5,2733 ,5598 ,170000 ,1914000,1038000,484000
下一任：前任,4.9,170000 ,332000 ,21080000 ,139499000,108512000,48726000
古井凶灵,4.6,7674 ,14000 ,310000 ,5355000,1928000,777000
你咪理，我爱你！,4.6,1956 ,5975 ,180000 ,863000,572000,192000
午夜废墟,4.3,3836 ,18000 ,220000 ,2437000,778000,256000
夜伴歌声,4.2,4474 ,25000 ,1280000 ,6937000,2044000,706000
猪八戒传说,3.9,7850 ,26000 ,1700000 ,65711000,23890000,11308000
童童的风铃密室,3.8,11000 ,22000 ,950000 ,7030000,2910000,1396000
守灵,3.8,6015 ,11000 ,450000 ,3364000,2078000,690000
我不是药神,9.6,2608000 ,165000 ,130000000 ,3100004000,1238123000,159726000
厉害了，我的国,9.6,117000 ,12000 ,98980000 ,480589000,92989000,38271000
大寒,9.4,4134 ,6263 ,220000 ,6696000,158000,73000
西虹市首富,9.2,1627000 ,340000 ,130000000 ,2547633000,903501000,227131000
奇迹男孩,9.2,132000 ,48000 ,6440000 ,191513000,54669000,16167000
熊出没・变形记,9.1,429000 ,113000 ,270000000 ,605513000,208580000,76128000
一个人的课堂,9.1,1343 ,1459 ,50000 ,1369000,205000,48000
唐人街探案2,9,2405000 ,463000 ,100000000 ,3397738000,990476000,340763000
风语咒,9,153000 ,124000 ,85130000 ,112845000,61921000,19434000
悲伤逆流成河,9,439000 ,74000 ,120000000 ,356648000,78345000,12774000
爸，我一定行的,9,99000 ,55000 ,9990000 ,47066000,18820000,4314000
叶问外传：张天志,9,105000 ,41000 ,20080000 ,131797000,42041000,10002000
无名之辈,9,464000 ,16000 ,77870000 ,794512000,67066000,9195000
最后的棒棒,9,6400 ,12000 ,170000 ,1009000,461000,161000
小狗奶瓶,9,2439 ,6840 ,1120000 ,1663000,684000,298000
快把我哥带走,8.9,404000 ,172000 ,400000000 ,375314000,122048000,49680000
无双,8.9,630000 ,125000 ,41340000 ,1273776000,54823000,54819000
找到你,8.9,211000 ,67000 ,25850000 ,285282000,51953000,19190000
南极之恋,8.9,207000 ,42000 ,76700000 ,234490000,80469000,9254000
恐龙王,8.9,19000 ,9672 ,1910000 ,28616000,9856000,4807000
张艺谋和他的“影”,8.9,2081 ,3887 ,11430000 ,825000,340000,166000
生活万岁,8.9,2669 ,3530 ,1190000 ,4920000,2892000,446000
你美丽了我的人生,8.9,4113 ,1776 ,2080000 ,3627000,2699000,1757000
反贪风暴3,8.8,244000 ,239000 ,65430000 ,442993000,204645000,73641000
妈妈咪鸭,8.8,35000 ,40000 ,38490000 ,38145000,21312000,4079000
阿飞正传,8.8,22000 ,26000 ,1630000 ,19739000,14187000,3185000
您一定不要错过,8.8,20000 ,12000 ,900000 ,5277000,2218000,596000
大三儿,8.8,1944 ,4431 ,970000 ,1309000,815000,169000
天籁梦想,8.8,1565 ,2842 ,30000 ,328000,224000,95000
巨齿鲨,8.7,664000 ,407000 ,100000000 ,1051784000,347847000,106631000
神秘世界历险记4,8.7,60000 ,34000 ,5550000 ,104774000,43623000,10664000
阿拉姜色,8.7,3072 ,3110 ,9300000 ,2443000,1201000,394000
大师兄,8.6,113000 ,95000 ,10020000 ,146303000,89594000,34854000
美食大冒险之英雄烩,8.6,10000 ,85000 ,10510000 ,9967000,3040000,1103000
来电狂响,8.6,395000 ,70000 ,55400000 ,641362000,169457000,17920000
无问西东,8.6,520000 ,57000 ,12140000 ,754314000,138878000,35526000
新大头儿子和小头爸爸3：俄罗斯奇遇记,8.6,115000 ,48000 ,31130000 ,158229000,70423000,19128000
嘻哈英熊,8.6,4527 ,17000 ,730000 ,3811000,3525000,1345000
猫与桃花源,8.6,14000 ,13000 ,16020000 ,21805000,17092000,6615000
警车联盟,8.6,3596 ,8335 ,440000 ,5586000,1184000,1170000
昨日青空,8.5,116000 ,256000 ,15500000 ,83828000,49079000,12704000
动物世界,8.5,527000 ,194000 ,110000000 ,509669000,233081000,76318000
黄金花,8.5,13000 ,17000 ,5640000 ,1508000,568000,373000
兄弟班,8.5,3987 ,11000 ,1650000 ,1905000,1443000,850000
那些女人,8.5,3793 ,10000 ,610000 ,4963000,4622000,2092000
小悟空,8.5,7920 ,10000 ,2960000 ,8812000,5810000,2955000
金龟子,8.5,22000 ,9279 ,13870000 ,27800000,10893000,4365000
米花之味,8.5,990 ,6132 ,18590000 ,2299000,820000,354000
黄金兄弟,8.4,242000 ,107000 ,45700000 ,317485000,157979000,47478000
幕后玩家,8.4,223000 ,69000 ,51150000 ,358612000,95147000,43669000
神奇马戏团之动物饼干,8.4,33000 ,69000 ,13240000 ,65489000,25218000,14614000
脱单告急,8.4,27000 ,39000 ,3270000 ,35020000,23015000,9139000
潜艇总动员：海底两万里,8.4,38000 ,32000 ,9270000 ,72709000,59276000,32450000
坏爸爸,8.4,13000 ,4816 ,1320000 ,24477000,14529000,8418000
照相师,,,1406 ,60000 ,28399000,447000,128000
后来的我们,8.3,1359000 ,911000 ,190000000 ,1361539000,562416000,285566000
胖子行动队,8.3,194000 ,122000 ,24800000 ,261069000,32102000,31363000
21克拉,8.3,127000 ,119000 ,31250000 ,110130000,63314000,18170000
说走就走之不说再见,8.3,11000 ,70000 ,2540000 ,9870000,7031000,2660000
大闹西游,8.3,23000 ,37000 ,9830000 ,37923000,18150000,8526000
我是你妈,8.3,31000 ,30000 ,24600000 ,36822000,24665000,6288000
克隆人,8.3,5518 ,8329 ,2560000 ,5320000,2900000,1059000
捉妖记2,8.2,1662000 ,669000 ,530000000 ,2237132000,1204462000,546857000
一出好戏,8.2,989000 ,412000 ,160000000 ,1355052000,534553000,151800000
