0,1,2,3,4,5,6,7,8,9,10,11
13,66.64285714,75,64.214375,16,0,32,0,6,28,0,9
11,66.625,363,369.666831,42,0,161,45,15,27,19,96
31,66.46875,110,54.8616625,32,1,18,15,11,39,8,18
18,65.76315789,123,63.61507742,31,1,18,15,21,31,9,28
19,67.525,41,18.88423846,13,0,13,5,9,8,2,4
30,66.5,84,64.223725,24,0,18,15,15,23,5,8
31,66.546875,93,55.91573929,28,0,18,15,15,27,5,13
13,71.42857143,112,33.28728571,7,30,71,11,0,0,0,0
30,66.41935484,81,42.39203462,26,0,18,0,15,32,5,11
8,70.72222222,22,13.67856667,6,0,14,0,0,0,3,5
14,66.36666667,366,377.783531,42,1,161,60,15,27,9,93
20,65.85714286,437,157.0323197,71,0,0,158,1,17,54,207
31,66.328125,105,54.15282581,31,0,18,15,11,39,8,14
13,71.42857143,114,29.17165,8,30,71,13,0,0,0,0
6,67.5,93,44.80613889,18,0,0,56,0,0,7,30
0,80,0,,0,0,0,0,0,0,0,0
29,65.7,460,764.7544471,51,98,73,110,0,0,54,125
4,67.7,139,375.0051059,17,0,73,0,9,0,21,36
13,71.42857143,114,29.17165,8,30,71,13,0,0,0,0
27,66.19642857,454,747.7860635,52,98,73,110,0,0,54,119
13,71.42857143,114,29.17165,8,30,71,13,0,0,0,0
41,66.26190476,400,155.4815753,73,0,0,116,1,21,57,205
46,66.22340426,584,612.9102648,71,98,73,116,29,21,60,187
48,66.15306122,427,173.2371903,72,0,0,116,29,21,65,196
15,72.625,126,38.10998,10,0,47,48,28,0,3,0
16,70.44117647,197,41.21377,20,0,67,49,68,0,0,13
13,73,135,36.45662727,11,0,47,48,37,0,3,0
13,73,120,40.35211111,9,0,47,60,10,0,3,0
11,72.66666667,120,40.35211111,9,0,47,60,10,0,3,0
23,66.02083333,287,339.1583025,40,1,104,38,29,15,14,86
11,67.91666667,287,75.63535854,82,1,45,21,18,9,18,175
7,67.25,365,112.0049833,36,65,127,44,24,80,9,16
7,67.625,142,86.2213975,40,0,25,17,17,9,0,74
19,66.225,456,1245.398121,42,163,103,20,34,20,0,116
13,66.89285714,390,127.4882946,74,0,76,35,12,55,29,183
8,68.38888889,127,24.56814375,48,0,0,12,0,12,14,89
10,67.86363636,301,79.68735366,82,1,44,21,30,9,18,178
11,67.66666667,216,76.40792131,61,1,20,24,13,11,18,129
14,67.36666667,204,75.32547222,54,0,21,23,13,11,10,126
0,85,1,19.9231,1,0,1,0,0,0,0,0
17,65.66666667,400,155.8907189,90,0,79,78,36,36,31,140
12,66.57692308,192,83.9350459,61,26,17,31,14,21,23,60
4,66.7,109,35.21717,40,0,18,0,8,22,16,45
11,66.5,187,41.83074783,69,0,18,28,20,21,32,68
8,66.77777778,125,62.82257959,49,0,17,21,10,17,28,32
16,65.64705882,305,109.8247337,89,0,52,43,23,15,26,146
11,72.66666667,120,40.35211111,9,0,47,60,10,0,3,0
13,66.14285714,311,219.9862884,43,0,111,57,17,8,24,94
9,72.05,72,238.3686,2,58,14,0,0,0,0,0
8,72.61111111,91,31.6336,25,0,0,0,15,19,8,49
23,66.91666667,687,1002.620982,62,139,179,118,28,22,32,169
28,65.89655172,389,279.8739075,53,1,138,63,28,22,20,117
48,65.82653061,569,82.36070963,135,0,2,1,94,18,38,416
9,67.9,209,81.70010714,56,1,20,23,13,11,18,123
10,67.81818182,311,82.23564167,84,1,44,21,30,20,18,177
14,67.23333333,330,86.26265238,84,1,49,18,30,43,8,181
20,66.02380952,478,387.7919527,55,0,213,85,17,15,31,117
10,67.72727273,216,60.10907231,65,1,20,4,13,11,18,149
41,65.67857143,853,382.5433977,131,0,188,144,110,19,16,376
3,73.5,55,16.32144667,15,1,39,5,3,2,4,1
45,65.68478261,834,153.2838385,161,0,2,148,94,36,56,498
42,65.77906977,829,191.1441568,146,0,2,206,74,37,55,455
31,66.546875,581,138.2604861,101,0,1,159,29,18,56,318
21,66.11363636,403,284.9577847,85,0,96,34,70,5,0,198
49,65.61,789,238.8241079,151,0,97,86,110,20,26,450
40,65.7804878,941,759.9580373,110,139,276,144,34,18,14,316
21,66.11363636,407,281.8716407,86,0,96,34,70,5,0,202
45,66.20652174,488,208.7957436,78,0,0,174,29,23,46,216
31,66.6875,97,58.46068214,28,0,18,15,11,35,5,13
25,66.44230769,570,89.5169325,120,0,1,1,109,35,66,358
45,66.18478261,487,220.0814946,74,0,0,174,29,21,57,206
34,66.58571429,525,127.4235024,41,56,107,63,93,42,44,120
32,66.78787879,890,515.4875409,44,233,274,51,118,40,136,38
45,66.36956522,643,111.5055927,55,56,134,86,93,42,46,186
34,66.58571429,525,127.4235024,41,56,107,63,93,42,44,120
10,68.95454545,80,81.74481111,36,1,19,7,13,12,16,12
8,73.27777778,98,27.01107619,21,0,23,0,17,11,13,34
9,72.7,60,10.69581667,12,0,22,27,0,0,4,7
19,68.1,98,86.99490244,41,1,29,7,25,16,8,12
42,66.3255814,651,109.8634071,56,56,134,86,93,42,46,194
16,68.26470588,62,14.06494444,9,0,0,27,23,0,0,12
9,69.85,248,4134.605512,17,114,87,10,20,5,0,12
6,72.85714286,52,20.15457778,9,0,30,19,0,0,0,3
28,67.20689655,835,537.7629049,41,233,217,67,118,59,109,32
7,68.6875,108,44.39514286,14,0,13,37,0,21,22,15
8,69.55555556,201,1936.708,5,171,12,0,0,15,0,3
19,67.9,831,1148.073756,27,404,230,48,40,15,60,34
11,68.95833333,206,1596.250833,6,171,0,0,0,23,9,3
11,72.66666667,92,16.6917625,16,0,52,30,0,0,4,6
13,67.64285714,104,73.63944651,43,0,19,11,20,20,12,22
18,68.44736842,99,88.32991463,41,1,33,13,29,8,2,13
11,72.66666667,88,14.32636875,16,0,43,33,0,0,4,8
11,72.66666667,88,14.32636875,16,0,43,33,0,0,4,8
13,68.21428571,220,72.90583043,23,0,70,37,22,21,40,30
30,67.69354839,556,338.1600853,34,232,0,68,108,49,64,35
9,68.15,21,17.60004167,12,0,4,12,0,0,0,5
2,70.66666667,17,17.64618571,7,0,0,10,5,0,0,2
0,72.5,28,22.911575,8,0,0,16,7,2,0,3
13,68.35714286,82,95.99446452,31,0,19,11,20,18,4,10
6,73.85714286,52,9.328383333,12,0,14,24,0,0,0,14
17,68.38888889,117,68.02371633,49,0,19,11,33,24,16,14
1,66.75,15,45.8281,2,0,0,14,0,0,0,1
11,69.04166667,100,68.80455217,46,1,19,7,24,14,20,15
14,71.13333333,118,40.75156429,14,0,25,9,28,9,10,37
9,68.85,110,44.09188667,15,0,14,37,0,21,15,23
11,69.04166667,102,67.79117234,47,1,19,7,24,14,22,15
24,67.8,363,272.8270552,29,94,0,95,56,29,64,25
15,68.21875,175,69.38695,18,0,57,23,0,21,46,28
21,67.5,850,556.990155,40,232,253,67,96,78,90,34
27,67.07142857,861,529.3218,42,233,217,93,118,59,109,32
29,66.95,940,471.8016796,49,233,286,67,118,66,126,44
8,72.33333333,87,18.67049375,16,0,22,47,9,0,0,9
2,73.33333333,17,69.39715,4,0,0,14,2,0,0,1
11,67.91666667,82,95.99446452,31,0,19,11,20,18,4,10
16,68.29411765,125,61.53809273,55,0,19,11,31,24,22,18
19,67.175,782,588.6402784,37,233,230,25,118,53,90,33
23,68.1875,353,304.4670741,27,94,56,26,45,18,93,21
29,67.31666667,791,573.9826132,38,233,217,68,96,59,83,35
8,76.5,225,39.65321111,27,40,32,48,74,9,0,22
22,67.2826087,883,509.2935822,45,233,287,74,73,31,143,42
14,67.96666667,271,444.2524667,18,94,56,26,0,8,74,13
28,67.51724138,561,338.7395971,34,232,0,83,108,39,64,35
15,68.3125,212,60.58455,24,0,57,23,15,26,56,35
14,68.43333333,223,71.36655,22,0,57,23,37,21,56,29
32,67.24242424,924,729.354385,40,327,273,26,118,28,111,41
11,68.625,206,70.57920476,21,0,57,40,15,42,29,23
8,68.33333333,331,2854.932236,25,114,119,5,30,32,13,18
14,68.96666667,165,24.68956364,11,63,44,18,18,12,9,1
30,67.46774194,800,559.775959,39,233,217,68,96,59,92,35
8,71.11111111,52,42.39571818,11,1,43,3,5,0,0,0
5,70.16666667,43,12.07382857,7,0,10,26,0,0,2,5
8,71.11111111,43,42.66497,10,1,33,3,6,0,0,0
8,71.11111111,52,42.39571818,11,1,43,3,5,0,0,0
1,75,2,1.9923,1,0,0,2,0,0,0,0
8,71.11111111,43,42.66497,10,1,33,3,6,0,0,0
8,71.11111111,46,44.64298,10,1,31,9,5,0,0,0
0,75,57,715.7643667,3,0,56,1,0,0,0,0
4,73.9,88,29.5469,7,0,76,11,1,0,0,0
10,67.5,215,68.61488571,28,0,27,41,33,11,24,79
5,72.08333333,60,13.28591765,17,0,5,6,0,7,0,42
8,71.11111111,52,42.39571818,11,1,43,3,5,0,0,0
14,68.7,184,56.09641667,12,64,55,44,10,5,6,0
26,66.75925926,298,115.3245377,53,0,0,96,0,7,27,168
18,74.86842105,166,29.64267187,32,0,0,39,14,22,0,91
13,77.07142857,70,36.33912,10,0,0,25,14,11,0,20
21,71.25,234,38.12003409,44,0,0,39,0,28,28,139
8,71.11111111,52,42.39571818,11,1,43,3,5,0,0,0
16,71.70588235,179,25.66497045,44,0,0,23,1,11,14,130
7,72.625,51,16.0318,9,10,5,22,0,7,2,5
28,68.12068966,475,111.8150326,43,55,93,64,77,11,24,151
4,78.8,30,23.90774,5,0,19,11,0,0,0,0
2,71.33333333,16,37.18983333,6,0,11,3,0,2,0,0
7,69.875,44,33.01988,5,0,24,0,0,0,0,20
1,73.5,77,56.52764,5,0,67,9,0,0,0,1
11,71.54166667,55,26.46928571,7,0,0,16,0,13,2,24
5,72.41666667,39,16.4329,5,0,11,26,0,0,2,0
10,67.5,215,68.61488571,28,0,27,41,33,11,24,79
25,69.40384615,387,91.90812857,42,55,28,65,55,11,24,149
4,73.9,88,29.5469,7,0,76,11,1,0,0,0
29,66.78333333,524,119.1420756,45,55,134,64,77,11,24,159
4,73.9,89,29.31524286,7,0,76,13,0,0,0,0
29,66.31666667,525,102.9691041,49,55,98,41,93,24,46,168
29,67.41666667,524,119.1420756,45,55,134,64,77,11,24,159
8,71.11111111,36,50.82295,8,1,21,9,5,0,0,0
18,69.44736842,142,51.6511875,16,0,36,31,0,13,0,62
26,68.35185185,183,52.34821,20,0,37,23,17,13,0,93
35,66.41666667,527,103.9083292,48,55,98,40,93,24,46,171
4,73.9,58,14.54825,6,0,46,11,1,0,0,0
6,68.28571429,89,43.03984,15,0,12,24,7,16,7,23
26,68.35185185,183,52.34821,20,0,37,23,17,13,0,93
5,79,50,20.17215,8,0,8,40,0,0,2,0
36,66.35135135,594,109.8129627,51,55,134,63,93,24,46,179
34,66.25714286,551,103.139528,50,55,98,63,93,24,46,172
8,70.38888889,34,40.77485,4,0,25,0,0,0,0,9
12,72.65384615,52,27.64028333,6,0,11,26,0,13,2,0
25,66.63461538,495,118.0158171,41,55,98,40,93,26,34,149
0,75,9,19.9231,1,9,0,0,0,0,0,0
35,66.02777778,593,115.5752314,51,56,134,63,93,24,46,177
34,67.68571429,509,135.6895158,38,56,107,44,121,42,32,107
4,73.9,58,14.54825,6,0,46,11,1,0,0,0
34,66.42857143,486,119.5070775,40,56,71,63,93,42,34,127
41,66.98809524,506,114.3186209,43,56,107,46,93,29,10,165
41,66.98809524,535,113.0479622,45,56,107,67,93,29,10,173
4,71.9,30,71.72325,2,0,30,0,0,0,0,0
33,67.76470588,401,129.4543515,33,56,78,46,59,29,0,133
9,72.1,105,33.37867857,14,0,1,9,47,9,10,29
45,66.85869565,615,115.2879808,52,56,134,86,93,16,46,184
45,66.86956522,596,104.9359712,52,56,107,86,93,16,46,192
30,67.80645161,306,108.2213042,24,1,101,23,66,29,10,76
30,67.91935484,390,131.0331531,32,56,78,46,59,29,0,122
31,67.84375,266,86.75140385,26,1,78,23,39,29,0,96
42,66.3255814,651,109.8634071,56,56,134,86,93,42,46,194
32,66.36363636,577,119.3159041,49,56,134,63,93,42,34,155
23,68.89583333,236,85.70334091,22,1,66,23,44,29,20,53
38,66.34615385,592,115.7652294,51,56,134,63,93,42,46,158
45,66.84782609,601,106.1693173,52,56,107,86,93,29,46,184
25,68.44230769,221,96.32161,20,1,78,23,17,29,0,73
36,66.40540541,524,123.9571905,42,56,107,63,93,42,34,129
42,66.6627907,620,117.2755942,52,56,134,86,93,27,46,178
26,68.62962963,257,117.3874053,19,1,101,23,44,29,0,59
40,66.32926829,635,113.2015648,54,56,134,86,93,42,46,178
10,70.31818182,267,3518.39931,20,114,87,13,20,21,0,12
10,72.72727273,92,16.6917625,16,0,52,30,0,0,4,6
36,66.85135135,490,131.9939,38,56,107,44,106,29,22,126
4,68.6,128,42.64524583,24,0,59,14,42,0,0,13
28,66.18965517,516,123.3225837,43,56,98,63,93,26,34,146
30,66.17741935,486,119.5070775,40,56,71,63,93,42,34,127
8,68.33333333,330,2973.872479,24,114,119,5,30,32,13,17
2,75.66666667,80,52.77535385,13,48,6,9,4,0,0,13
5,74.66666667,64,14.32020625,16,0,0,0,53,0,0,11
5,72,50,9.9953,11,0,14,24,0,0,0,12
20,68.9047619,123,64.09713208,53,0,19,14,35,21,18,16
9,71.95,160,28.20804062,32,0,36,20,80,0,0,24
16,69,79,114.6651552,29,0,29,4,27,12,0,7
7,70.8125,134,52.34305652,23,0,58,0,17,15,13,31
9,71.9,98,19.06360952,21,0,22,41,9,4,6,16
9,72.1,87,18.67049375,16,0,22,47,9,0,0,9
11,67.91666667,82,95.99446452,31,0,19,11,20,18,4,10
22,67.84782609,241,381.9205579,19,94,0,53,23,10,45,16
11,67.91666667,82,95.99446452,31,0,19,11,20,18,4,10
10,69.54545455,334,2745.893423,26,114,119,10,35,32,6,18
13,69.42857143,57,39.02940714,28,1,14,14,16,2,0,10
24,68.38,306,275.617537,27,94,0,41,44,18,84,25
2,67.5,15,45.8281,2,0,0,14,0,0,0,1
10,72.36363636,98,16.150345,20,0,28,47,9,0,0,14
10,68.90909091,175,79.8894875,16,0,57,31,15,21,41,10
10,69.13636364,84,15.48711667,24,0,9,29,9,4,6,27
27,66.91071429,905,496.4400087,46,233,286,48,118,56,126,38
10,68.63636364,48,43.09632609,23,1,14,16,8,0,0,9
3,74.25,37,102.24325,8,0,0,30,5,0,0,2
7,73.8125,58,14.91615,16,0,0,0,6,19,8,25
2,75,12,1.99384,5,0,0,10,0,2,0,0
7,72.0625,167,68.83901667,24,0,58,0,35,28,15,31
2,75,10,1.994225,4,0,0,10,0,0,0,0
19,68.775,251,363.804075,20,94,0,53,35,8,45,16
24,68.38,306,275.617537,27,94,0,41,44,18,84,25
15,69,200,61.24658947,19,0,36,42,41,58,0,23
21,68.68181818,264,316.6159261,23,94,0,41,23,8,74,24
10,72.90909091,82,13.97858,15,0,43,27,0,0,4,8
27,67.80357143,301,41.14786667,30,0,0,83,90,39,64,25
20,68.57142857,231,401.1129667,18,94,0,41,23,8,45,20
10,72.90909091,88,14.32636875,16,0,43,33,0,0,4,8
21,68.68181818,249,345.6364429,21,94,0,41,23,8,64,19
5,73,70,31.877,12,0,33,35,0,2,0,0
8,70.38888889,34,40.77485,4,0,25,0,0,0,0,9
5,69.91666667,102,13.4761625,8,0,65,18,10,0,9,0
9,69.95,116,50.75628,10,1,52,57,0,0,6,0
7,70.75,87,54.00122222,9,1,38,39,0,0,8,1
2,73,50,22.1878,10,0,0,21,5,0,11,13
4,73,89,21.7494,12,0,25,44,19,1,0,0
4,73,89,21.7494,12,0,25,44,19,1,0,0
2,75,8,1.9923,1,0,0,0,8,0,0,0
35,66.88888889,461,138.3071629,35,56,107,44,88,29,22,115
11,70.875,188,25.94540909,11,63,95,0,17,7,5,1
2,75,8,1.9923,1,0,0,0,8,0,0,0
14,68.43333333,159,24.48872727,11,63,44,18,8,12,9,5
4,74.3,115,12.47852857,7,0,75,21,9,8,2,0
13,69.75,141,24.94529,10,63,44,0,8,12,9,5
6,70.42857143,93,55.42205556,9,1,38,39,0,0,8,7
5,72.08333333,96,51.60870909,11,1,38,47,0,0,8,2
2,70.83333333,63,23.0539,7,0,45,15,0,0,3,0
5,73,70,31.877,12,0,33,35,0,2,0,0
13,69.71428571,187,22.43084615,13,63,64,18,18,12,11,1
9,69.95,116,50.75628,10,1,52,57,0,0,6,0
10,67.5,215,68.61488571,28,0,27,41,33,11,24,79
15,68.5,155,26.7376,10,63,44,18,8,12,9,1
4,72.9,45,17.0146,6,0,11,32,0,0,2,0
19,69.85,255,31.38159841,63,0,0,1,16,11,29,198
14,70.33333333,195,24.24765,12,63,97,0,17,12,5,1
12,77.76923077,68,40.15543333,9,0,0,25,14,11,0,18
15,69.96875,155,26.7376,10,63,44,18,8,12,9,1
13,68.71428571,159,24.48872727,11,63,44,18,8,12,9,5
13,69.71428571,187,22.43084615,13,63,64,18,18,12,11,1
14,68.96666667,165,24.68956364,11,63,44,18,18,12,9,1
17,68.77777778,91,95.72524595,37,1,33,15,19,8,2,13
5,71.58333333,62,23.82533571,14,0,20,10,20,0,0,12
9,71.9,165,81.80726923,13,0,36,55,45,18,0,11
1,78.75,30,24.9039,4,10,14,6,0,0,0,0
19,68.675,95,89.1031775,40,1,33,11,23,8,4,15
3,80,40,20.25516667,6,10,14,14,0,0,2,0
4,72.9,45,17.0146,6,0,11,32,0,0,2,0
12,77.76923077,70,36.33912,10,0,0,25,14,11,2,18
46,66.85106383,628,114.6915509,53,56,134,86,93,29,46,184
8,68.05555556,148,74.377315,20,0,27,20,15,0,12,74
16,67.79411765,803,1468.73651,21,404,230,25,60,43,35,6
6,69.57142857,141,39.59062593,27,0,59,23,41,0,0,18
14,73.26666667,95,13.13202632,19,0,34,48,0,0,4,9
30,67.08064516,924,729.354385,40,327,273,26,118,28,111,41
33,67.02941176,453,117.6520135,37,55,107,23,77,24,12,155
10,69.54545455,334,2745.893423,26,114,119,10,35,32,6,18
8,68.33333333,330,2973.872479,24,114,119,5,30,32,13,17
10,72.90909091,82,13.97858,15,0,43,27,0,0,4,8
9,71.9,98,19.06360952,21,0,22,41,9,4,6,16
3,75.5,57,64.28540714,14,0,0,35,17,0,0,5
14,70.93333333,168,76.1062,14,0,36,67,33,18,0,14
8,72.11111111,103,14.86325,22,0,28,47,5,4,0,19
9,72.05,189,65.16970588,17,0,36,55,33,48,0,17
6,72.07142857,30,14.58051,10,0,0,10,15,0,0,5
12,69,54,40.42249231,26,1,14,16,14,0,0,9
4,74.2,148,25.0716,32,0,27,21,78,0,0,22
1,75,1,2,1,0,0,0,0,0,0,1
17,68.61111111,89,97.78558056,36,1,33,15,15,8,4,13
6,69.78571429,33,13.4614,6,0,23,0,0,7,3,0
12,69,48,43.09632609,23,1,14,16,8,0,0,9
8,75.11111111,151,29.74625172,29,0,36,25,73,0,0,17
5,74.58333333,65,14.47589444,18,0,6,0,6,19,8,26
13,69.42857143,57,39.02940714,28,1,14,14,16,2,0,10
7,72.0625,158,67.76558333,24,0,58,0,35,18,13,34
15,68.875,94,94.20231579,38,1,33,15,25,8,0,12
0,75,15,15.4404,4,0,0,14,0,0,0,1
4,75.1,64,14.24793333,18,0,6,0,11,12,8,27
6,71.07142857,28,15.47094167,12,0,0,10,14,0,0,4
7,67,293,101.1963233,30,65,69,44,20,80,0,15
14,70.93333333,168,76.1062,14,0,36,67,33,18,0,14
2,75,12,1.99384,5,0,0,10,0,2,0,0
13,73.35714286,108,18.1457,19,0,51,49,0,0,0,8
8,72.83333333,103,19.6412625,24,0,9,9,72,0,0,13
6,77.28571429,120,14.13296667,24,0,0,20,81,0,0,19
8,70.38888889,116,50.75628,10,1,52,57,0,0,6,0
5,74,107,14.22623333,6,0,75,21,9,0,2,0
13,68.42857143,122,40.59374286,7,63,18,26,0,5,6,4
14,68.96666667,165,24.68956364,11,63,44,18,18,12,9,1
2,73,38,24.06322,10,1,0,21,5,0,3,8
2,75,8,1.9923,1,0,0,0,8,0,0,0
4,73.5,39,9.856316667,12,0,5,6,0,7,0,21
5,74,123,11.1687125,8,0,75,21,17,8,2,0
1,75,2,1.9923,1,0,0,2,0,0,0,0
13,68.32142857,164,76.7924,16,0,57,23,0,21,36,27
17,73.25,195,32.12424474,38,0,0,40,15,22,12,106
16,73.64705882,190,32.74674167,36,0,0,40,15,22,12,101
12,69,48,43.09632609,23,1,14,16,8,0,0,9
5,78.08333333,326,272.4436276,29,134,32,29,89,17,0,25
8,68.33333333,331,2854.932236,25,114,119,5,30,32,13,18
7,73.375,87,18.96906667,15,0,31,49,0,0,0,7
0,75,5,4.7924,2,0,0,3,2,0,0,0
29,67.13333333,983,658.23804,45,327,274,74,118,20,127,43
12,69,48,43.09632609,23,1,14,16,8,0,0,9
6,69.78571429,204,1368.083,7,171,23,0,0,7,3,0
11,75.125,220,37.81134483,29,40,32,29,87,9,0,23
3,73.75,84,20.98949545,22,0,13,29,24,0,0,18
7,72.1875,149,117.85047,10,48,36,13,33,9,0,10
11,67.91666667,84,93.61723437,32,0,19,11,20,20,4,10
9,67.65,349,2647.414904,27,114,120,5,25,53,13,19
28,67.12068966,861,506.2037205,44,233,230,67,118,66,109,38
14,68.96666667,90,97.30658611,36,1,29,9,25,8,8,10
13,70.64285714,163,76.17081429,14,0,36,69,33,9,0,16
1,75,9,64.3298,2,0,0,7,2,0,0,0
4,72.9,45,17.0146,6,0,11,32,0,0,2,0
20,67.21428571,873,517.6804523,44,233,286,48,118,35,106,47
10,72.81818182,110,16.31190952,21,0,36,59,0,0,0,15
13,69.42857143,189,61.66027778,18,0,36,42,33,58,0,20
20,66.9047619,904,485.9127766,47,233,286,48,118,53,126,40
8,69.55555556,215,1629.183917,6,171,12,14,0,15,0,3
29,67.03333333,921,728.91442,40,327,273,26,118,30,111,36
11,72.75,265,349.6240476,21,94,0,70,69,17,0,15
20,68.16666667,249,62.2817,28,1,70,23,22,21,72,40
8,73.5,199,38.68928846,26,40,32,52,43,9,0,23
19,67.7,908,977.0294094,32,404,230,48,99,33,60,34
14,67.53333333,643,965.1336273,22,232,230,25,63,53,26,14
27,66.875,895,482.7027766,47,233,286,25,118,66,126,41
3,75.5,105,710.4270571,14,0,52,35,13,0,0,5
26,67.18518519,907,487.3452426,47,233,287,48,118,37,143,41
1,77.5,22,8.534622222,9,0,0,14,0,0,0,8
1,71,86,58.25590833,12,48,6,17,4,0,0,11
11,77.41666667,90,58.67722,10,0,0,47,14,11,0,18
3,71.5,121,43.71678261,23,0,59,24,23,0,0,15
4,78.8,30,23.90774,5,0,19,11,0,0,0,0
4,78.8,94,285.7987375,8,0,70,24,0,0,0,0
8,72.83333333,131,32.55896818,22,40,0,18,58,0,0,15
16,68.11764706,225,63.4598087,23,0,57,23,22,21,72,30
3,73.5,96,21.23136875,16,0,0,80,7,0,0,9
11,68.625,302,3024.312257,23,114,33,40,15,48,29,23
1,70,88,281.5660375,8,0,58,27,1,0,2,0
17,77.47222222,134,29.645264,25,0,0,39,14,11,0,70
20,67.26190476,814,520.047781,42,233,230,25,118,63,108,37
13,70.67857143,79,22.45948182,11,0,0,29,0,13,2,35
13,67.5,690,935.4829,23,232,217,67,63,73,26,12
15,67.9375,136,65.13893704,27,0,0,46,0,7,0,83
19,72.575,218,46.28015526,38,0,27,40,15,22,12,102
3,79.375,40,20.25516667,6,10,14,14,0,0,2,0
22,68.73913043,159,53.3757,18,0,37,23,0,29,0,70
33,67.02941176,451,120.5655395,38,56,107,23,77,13,12,163
18,74.86842105,173,32.83300303,33,0,0,40,14,22,0,97
3,80,40,20.25516667,6,10,14,14,0,0,2,0
1,70,88,281.5660375,8,0,58,27,1,0,2,0
13,77.17857143,108,66.93051818,11,0,0,62,14,11,0,21
10,71.81818182,190,26.27016364,11,63,97,0,17,7,5,1
4,78.8,94,285.7987375,8,0,70,24,0,0,0,0
12,77.76923077,72,33.21668182,11,0,0,25,14,11,2,20
20,76.02380952,139,46.96175,18,0,0,62,14,11,0,52
21,68.88636364,134,53.76639333,15,0,36,23,0,13,0,62
7,73.6875,183,39.439936,25,40,32,52,36,0,0,23
9,71.9,152,94.85589091,11,0,36,55,33,18,0,10
2,71.33333333,97,20.09965882,17,0,0,80,7,0,0,10
2,75.66666667,94,895.1239364,11,0,61,23,4,2,0,4
9,71.9,186,69.1178125,16,0,36,55,33,48,0,14
30,67.06451613,930,479.2177208,48,233,286,74,118,40,136,43
11,72.66666667,85,14.32636875,16,0,43,30,0,0,4,8
13,77.17857143,108,66.93051818,11,0,0,62,14,11,0,21
2,70.83333333,56,23.5757,6,0,45,8,0,0,3,0
16,70.17647059,98,37.46967692,13,0,1,0,28,22,10,37
13,70.67857143,98,37.46967692,13,0,1,0,28,22,10,37
11,71.33333333,108,36.21635,14,0,1,0,38,22,10,37
4,73,91,23.90774,10,0,22,41,19,9,0,0
16,78.26470588,132,51.75993125,16,0,0,62,14,11,0,45
14,70.76666667,105,35.73263571,14,0,1,0,28,22,10,44
12,71.38461538,97,36.97797692,13,0,1,0,28,22,10,36
21,68.88636364,134,53.76639333,15,0,36,23,0,13,0,62
17,70.27777778,98,37.46967692,13,0,1,0,28,22,10,37
35,66.88888889,461,138.3071629,35,56,107,44,88,29,22,115
0,74,40,19.9231,3,0,40,0,0,0,0,0
40,67.06097561,496,116.0443357,42,56,107,46,93,29,0,165
20,69.57142857,121,40.87451333,15,0,1,0,44,13,20,43
22,67.45652174,421,153.0932467,30,56,70,63,89,26,44,73
8,71.33333333,35,40.869825,4,0,25,9,0,0,0,1
9,72.1,104,35.93783077,13,0,1,9,47,9,10,28
29,68.03333333,416,97.18398837,43,55,57,65,55,11,24,149
26,67.5,862,494.3252022,46,233,287,48,73,31,143,47
8,71.11111111,43,42.66497,10,1,33,3,6,0,0,0
18,77.05263158,126,34.21351429,21,0,0,39,14,11,0,62
41,66.22619048,640,114.4078407,54,56,134,86,93,40,46,185
13,69.71428571,137,27.49476667,9,63,44,0,8,12,9,1
10,68.04545455,77,96.86279,30,0,19,11,15,16,4,12
28,67.12068966,861,506.2037205,44,233,230,67,118,66,109,38
11,77.41666667,87,56.88414,10,0,0,47,14,11,0,15
